killing previous experiments...
initializing cxl memory...
I0914 15:28:37.015628 14365 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 15:28:37.015667 14365 Database.h:166] creating hash tables for database...
I0914 15:28:37.019378 14365 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 15:28:37.019538 14365 Database.h:146] district initialization finished in 0 milliseconds.
I0914 15:28:37.095942 14365 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 15:28:37.110445 14365 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 15:28:37.152709 14365 Database.h:146] item initialization finished in 42 milliseconds.
I0914 15:28:37.320472 14365 Database.h:146] stock initialization finished in 167 milliseconds.
I0914 15:28:37.357107 14365 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 15:28:37.357125 14365 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 15:28:37.358961 14365 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 15:28:37.359100 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.360229 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.361374 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.362527 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.363672 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.364821 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.365971 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.367125 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.368283 14365 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 15:28:37.368476 14379 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 15:28:37.368484 14365 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 15:28:42.368655 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368669 14365 Coordinator.h:423] Coordinator 0 connected to 1
I0914 15:28:42.368757 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368758 14365 Coordinator.h:423] Coordinator 0 connected to 2
I0914 15:28:42.368773 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368793 14379 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 15:28:42.368803 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368805 14379 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 15:28:42.368809 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368810 14379 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 15:28:42.368830 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368832 14365 Coordinator.h:423] Coordinator 0 connected to 3
I0914 15:28:42.368901 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368902 14365 Coordinator.h:423] Coordinator 0 connected to 4
I0914 15:28:42.368954 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368956 14365 Coordinator.h:423] Coordinator 0 connected to 5
I0914 15:28:42.368976 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368978 14379 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 15:28:42.368999 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369000 14379 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 15:28:42.369009 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369009 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369012 14365 Coordinator.h:423] Coordinator 0 connected to 6
I0914 15:28:42.369014 14379 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 15:28:42.369077 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369081 14379 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 15:28:42.369082 14379 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 15:28:42.369081 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369097 14365 Coordinator.h:423] Coordinator 0 connected to 7
I0914 15:28:42.369153 14365 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 15:28:42.369169 14365 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 15:28:42.369271 14365 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 15:28:42.369308 14380 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 15:28:42.369333 14365 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 15:28:42.369352 14381 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 15:28:42.369383 14382 Executor.h:74] Executor 0 starts.
I0914 15:28:42.369405 14382 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 15:28:42.369431 14384 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 15:28:42.369470 14383 Executor.h:74] Executor 1 starts.
I0914 15:28:42.369477 14383 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 15:28:43.369494 14365 Coordinator.h:237] commit: 136408 abort: 6416 (648/5399/369), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1965572, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:33:47.173358 14649 Coordinator.h:237] commit: 87415 abort: 4341 (399/3640/302), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34364, avg network size: 0.393113, si_in_serializable: 0 0 %, local: 24.9648 %, local_access: 1248976, local_cxl_access: 449793 (36.0129%), remote_access: 21375, remote_access_with_req: 1180 (5.52047%), data_move_in: 1157, n_data_move_out: 0
I0914 15:33:48.173724 14649 Coordinator.h:237] commit: 87323 abort: 4320 (435/3568/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 36480, avg network size: 0.417759, si_in_serializable: 0 0 %, local: 24.8216 %, local_access: 1248553, local_cxl_access: 451901 (36.194%), remote_access: 21304, remote_access_with_req: 1258 (5.90499%), data_move_in: 1185, n_data_move_out: 0
I0914 15:33:49.174046 14649 Coordinator.h:237] commit: 87740 abort: 4301 (426/3558/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 33524, avg network size: 0.382083, si_in_serializable: 0 0 %, local: 25.2165 %, local_access: 1250039, local_cxl_access: 452954 (36.2352%), remote_access: 21690, remote_access_with_req: 1152 (5.3112%), data_move_in: 1153, n_data_move_out: 0
I0914 15:33:50.174402 14649 Coordinator.h:237] commit: 87143 abort: 4329 (437/3559/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 34156, avg network size: 0.391953, si_in_serializable: 0 0 %, local: 24.9739 %, local_access: 1249372, local_cxl_access: 453871 (36.3279%), remote_access: 21455, remote_access_with_req: 1174 (5.47192%), data_move_in: 1120, n_data_move_out: 0
I0914 15:33:51.174712 14649 Coordinator.h:237] commit: 87444 abort: 4306 (432/3564/310), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 30404, avg network size: 0.347697, si_in_serializable: 0 0 %, local: 25.1281 %, local_access: 1245906, local_cxl_access: 453469 (36.3967%), remote_access: 21525, remote_access_with_req: 1046 (4.85947%), data_move_in: 1153, n_data_move_out: 0
I0914 15:33:52.175047 14649 Coordinator.h:237] commit: 87267 abort: 4281 (445/3553/283), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31172, avg network size: 0.357203, si_in_serializable: 0 0 %, local: 25.2982 %, local_access: 1241204, local_cxl_access: 452331 (36.4429%), remote_access: 21675, remote_access_with_req: 1074 (4.95502%), data_move_in: 1036, n_data_move_out: 0
I0914 15:33:53.175370 14649 Coordinator.h:237] commit: 87020 abort: 4272 (433/3537/302), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31340, avg network size: 0.360147, si_in_serializable: 0 0 %, local: 25.1517 %, local_access: 1240631, local_cxl_access: 453229 (36.5321%), remote_access: 21480, remote_access_with_req: 1075 (5.00466%), data_move_in: 1045, n_data_move_out: 0
I0914 15:33:54.175729 14649 Coordinator.h:237] commit: 87096 abort: 4292 (415/3596/281), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29540, avg network size: 0.339166, si_in_serializable: 0 0 %, local: 25.2629 %, local_access: 1238056, local_cxl_access: 452746 (36.5691%), remote_access: 21648, remote_access_with_req: 1016 (4.69327%), data_move_in: 1054, n_data_move_out: 0
I0914 15:33:55.176002 14649 Coordinator.h:237] commit: 87277 abort: 4308 (435/3556/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29408, avg network size: 0.33695, si_in_serializable: 0 0 %, local: 25.0742 %, local_access: 1241868, local_cxl_access: 456102 (36.7271%), remote_access: 21444, remote_access_with_req: 1014 (4.7286%), data_move_in: 1044, n_data_move_out: 0
I0914 15:33:56.176337 14649 Coordinator.h:237] commit: 87242 abort: 4195 (409/3486/300), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29388, avg network size: 0.336856, si_in_serializable: 0 0 %, local: 25.0842 %, local_access: 1241520, local_cxl_access: 457204 (36.8261%), remote_access: 21388, remote_access_with_req: 1014 (4.74098%), data_move_in: 1001, n_data_move_out: 0
I0914 15:33:57.176668 14649 Coordinator.h:237] commit: 86851 abort: 4251 (401/3555/295), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28032, avg network size: 0.32276, si_in_serializable: 0 0 %, local: 25.0671 %, local_access: 1239225, local_cxl_access: 457237 (36.897%), remote_access: 21476, remote_access_with_req: 966 (4.49804%), data_move_in: 940, n_data_move_out: 0
I0914 15:33:58.177000 14649 Coordinator.h:237] commit: 86236 abort: 4354 (442/3592/320), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 28384, avg network size: 0.329143, si_in_serializable: 0 0 %, local: 25.189 %, local_access: 1232290, local_cxl_access: 455560 (36.9686%), remote_access: 21377, remote_access_with_req: 979 (4.57969%), data_move_in: 988, n_data_move_out: 0
I0914 15:33:59.177326 14649 Coordinator.h:237] commit: 87373 abort: 4241 (430/3483/328), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26260, avg network size: 0.300551, si_in_serializable: 0 0 %, local: 25.2206 %, local_access: 1242569, local_cxl_access: 459879 (37.0103%), remote_access: 21601, remote_access_with_req: 906 (4.19425%), data_move_in: 969, n_data_move_out: 0
I0914 15:34:00.177657 14649 Coordinator.h:237] commit: 87365 abort: 4256 (449/3494/313), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27808, avg network size: 0.318297, si_in_serializable: 0 0 %, local: 25.2424 %, local_access: 1241364, local_cxl_access: 460042 (37.0594%), remote_access: 21694, remote_access_with_req: 956 (4.40675%), data_move_in: 897, n_data_move_out: 0
I0914 15:34:01.177968 14649 Coordinator.h:237] commit: 87662 abort: 4232 (436/3514/282), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 25168, avg network size: 0.287103, si_in_serializable: 0 0 %, local: 25.2675 %, local_access: 1240788, local_cxl_access: 460106 (37.0818%), remote_access: 21803, remote_access_with_req: 870 (3.99028%), data_move_in: 952, n_data_move_out: 0
I0914 15:34:02.178308 14649 Coordinator.h:237] commit: 86590 abort: 4230 (426/3478/326), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26404, avg network size: 0.304931, si_in_serializable: 0 0 %, local: 25.0999 %, local_access: 1234613, local_cxl_access: 460542 (37.3025%), remote_access: 21332, remote_access_with_req: 909 (4.2612%), data_move_in: 855, n_data_move_out: 0
I0914 15:34:03.178612 14649 Coordinator.h:237] commit: 86251 abort: 4255 (418/3543/294), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26768, avg network size: 0.31035, si_in_serializable: 0 0 %, local: 25.0988 %, local_access: 1225738, local_cxl_access: 456614 (37.2522%), remote_access: 21235, remote_access_with_req: 922 (4.34189%), data_move_in: 909, n_data_move_out: 0
I0914 15:34:04.178959 14649 Coordinator.h:237] commit: 87271 abort: 4180 (421/3459/300), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23624, avg network size: 0.270697, si_in_serializable: 0 0 %, local: 25.0255 %, local_access: 1243268, local_cxl_access: 464380 (37.3516%), remote_access: 21459, remote_access_with_req: 816 (3.8026%), data_move_in: 848, n_data_move_out: 0
I0914 15:34:05.179302 14649 Coordinator.h:237] commit: 86257 abort: 4310 (434/3560/316), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23116, avg network size: 0.26799, si_in_serializable: 0 0 %, local: 25.1029 %, local_access: 1228025, local_cxl_access: 459509 (37.4185%), remote_access: 21245, remote_access_with_req: 795 (3.74206%), data_move_in: 845, n_data_move_out: 0
I0914 15:34:06.179644 14649 Coordinator.h:237] commit: 86871 abort: 4152 (414/3462/276), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22976, avg network size: 0.264484, si_in_serializable: 0 0 %, local: 25.0222 %, local_access: 1230747, local_cxl_access: 461041 (37.4603%), remote_access: 21297, remote_access_with_req: 792 (3.71883%), data_move_in: 837, n_data_move_out: 0
I0914 15:34:07.179953 14649 Coordinator.h:237] commit: 87041 abort: 4176 (443/3427/306), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23380, avg network size: 0.268609, si_in_serializable: 0 0 %, local: 25.0928 %, local_access: 1247073, local_cxl_access: 468871 (37.5977%), remote_access: 21450, remote_access_with_req: 805 (3.75291%), data_move_in: 780, n_data_move_out: 0
I0914 15:34:08.180285 14649 Coordinator.h:237] commit: 86318 abort: 4230 (424/3513/293), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23860, avg network size: 0.27642, si_in_serializable: 0 0 %, local: 25.3435 %, local_access: 1226734, local_cxl_access: 460048 (37.5019%), remote_access: 21426, remote_access_with_req: 821 (3.83179%), data_move_in: 766, n_data_move_out: 0
I0914 15:34:09.180629 14649 Coordinator.h:237] commit: 87044 abort: 4080 (406/3382/292), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23040, avg network size: 0.264694, si_in_serializable: 0 0 %, local: 25.0873 %, local_access: 1241547, local_cxl_access: 468011 (37.6958%), remote_access: 21415, remote_access_with_req: 794 (3.70768%), data_move_in: 749, n_data_move_out: 0
I0914 15:34:10.180979 14649 Coordinator.h:237] commit: 86368 abort: 4204 (428/3479/297), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22780, avg network size: 0.263755, si_in_serializable: 0 0 %, local: 25.1494 %, local_access: 1230201, local_cxl_access: 463035 (37.639%), remote_access: 21262, remote_access_with_req: 787 (3.70144%), data_move_in: 722, n_data_move_out: 0
I0914 15:34:11.181298 14649 Coordinator.h:237] commit: 86431 abort: 4296 (433/3577/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23060, avg network size: 0.266802, si_in_serializable: 0 0 %, local: 25.0373 %, local_access: 1225812, local_cxl_access: 461274 (37.6301%), remote_access: 21302, remote_access_with_req: 793 (3.72266%), data_move_in: 744, n_data_move_out: 0
I0914 15:34:12.181636 14649 Coordinator.h:237] commit: 86620 abort: 4258 (425/3516/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22000, avg network size: 0.253983, si_in_serializable: 0 0 %, local: 24.9977 %, local_access: 1232536, local_cxl_access: 464920 (37.7206%), remote_access: 21266, remote_access_with_req: 760 (3.57378%), data_move_in: 683, n_data_move_out: 0
I0914 15:34:13.181947 14649 Coordinator.h:237] commit: 86880 abort: 4214 (451/3477/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18672, avg network size: 0.214917, si_in_serializable: 0 0 %, local: 24.9263 %, local_access: 1237983, local_cxl_access: 467745 (37.7828%), remote_access: 21197, remote_access_with_req: 647 (3.05232%), data_move_in: 761, n_data_move_out: 0
I0914 15:34:14.182287 14649 Coordinator.h:237] commit: 86211 abort: 4184 (433/3468/283), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20504, avg network size: 0.237835, si_in_serializable: 0 0 %, local: 24.9933 %, local_access: 1224519, local_cxl_access: 462721 (37.788%), remote_access: 21222, remote_access_with_req: 707 (3.33145%), data_move_in: 722, n_data_move_out: 0
I0914 15:34:15.182622 14649 Coordinator.h:237] commit: 85529 abort: 4144 (403/3467/274), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22076, avg network size: 0.258111, si_in_serializable: 0 0 %, local: 25.3236 %, local_access: 1218491, local_cxl_access: 461902 (37.9077%), remote_access: 21283, remote_access_with_req: 763 (3.58502%), data_move_in: 666, n_data_move_out: 0
I0914 15:34:16.182955 14649 Coordinator.h:237] commit: 86530 abort: 4154 (413/3447/294), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19968, avg network size: 0.230764, si_in_serializable: 0 0 %, local: 25.1127 %, local_access: 1229024, local_cxl_access: 465417 (37.8688%), remote_access: 21275, remote_access_with_req: 688 (3.23384%), data_move_in: 655, n_data_move_out: 0
I0914 15:34:17.183272 14649 Coordinator.h:237] commit: 86155 abort: 4080 (410/3405/265), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18544, avg network size: 0.21524, si_in_serializable: 0 0 %, local: 25.2673 %, local_access: 1229475, local_cxl_access: 467278 (38.0063%), remote_access: 21352, remote_access_with_req: 640 (2.99738%), data_move_in: 637, n_data_move_out: 0
I0914 15:34:18.183609 14649 Coordinator.h:237] commit: 86045 abort: 4160 (408/3463/289), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20360, avg network size: 0.23662, si_in_serializable: 0 0 %, local: 25.3356 %, local_access: 1216870, local_cxl_access: 460907 (37.8764%), remote_access: 21425, remote_access_with_req: 701 (3.27188%), data_move_in: 675, n_data_move_out: 0
I0914 15:34:19.183919 14649 Coordinator.h:237] commit: 85885 abort: 4148 (416/3462/270), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19508, avg network size: 0.227141, si_in_serializable: 0 0 %, local: 25.2559 %, local_access: 1215971, local_cxl_access: 461481 (37.9516%), remote_access: 21270, remote_access_with_req: 674 (3.16878%), data_move_in: 706, n_data_move_out: 0
I0914 15:34:20.184253 14649 Coordinator.h:237] commit: 85745 abort: 4146 (428/3426/292), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19964, avg network size: 0.23283, si_in_serializable: 0 0 %, local: 24.9636 %, local_access: 1221022, local_cxl_access: 464686 (38.0571%), remote_access: 21056, remote_access_with_req: 686 (3.25798%), data_move_in: 617, n_data_move_out: 0
I0914 15:34:21.184525 14649 Coordinator.h:237] commit: 85686 abort: 4225 (419/3520/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18440, avg network size: 0.215204, si_in_serializable: 0 0 %, local: 25.0531 %, local_access: 1218405, local_cxl_access: 463498 (38.0414%), remote_access: 21057, remote_access_with_req: 636 (3.02037%), data_move_in: 667, n_data_move_out: 0
I0914 15:34:22.184852 14649 Coordinator.h:237] commit: 86024 abort: 4044 (427/3331/286), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20316, avg network size: 0.236167, si_in_serializable: 0 0 %, local: 25.1232 %, local_access: 1224684, local_cxl_access: 467194 (38.1481%), remote_access: 21194, remote_access_with_req: 702 (3.31226%), data_move_in: 600, n_data_move_out: 0
I0914 15:34:23.185169 14649 Coordinator.h:237] commit: 86539 abort: 4034 (433/3317/284), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18816, avg network size: 0.217428, si_in_serializable: 0 0 %, local: 25.1216 %, local_access: 1232869, local_cxl_access: 470637 (38.1741%), remote_access: 21328, remote_access_with_req: 651 (3.05233%), data_move_in: 623, n_data_move_out: 0
I0914 15:34:24.185490 14649 Coordinator.h:237] commit: 85125 abort: 4175 (426/3450/299), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18444, avg network size: 0.21667, si_in_serializable: 0 0 %, local: 25.0784 %, local_access: 1211398, local_cxl_access: 462734 (38.1983%), remote_access: 20938, remote_access_with_req: 637 (3.04232%), data_move_in: 611, n_data_move_out: 0
I0914 15:34:25.185818 14649 Coordinator.h:237] commit: 85477 abort: 4095 (409/3407/279), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17660, avg network size: 0.206605, si_in_serializable: 0 0 %, local: 24.9833 %, local_access: 1222994, local_cxl_access: 468422 (38.3013%), remote_access: 20917, remote_access_with_req: 610 (2.91629%), data_move_in: 580, n_data_move_out: 0
I0914 15:34:26.186131 14649 Coordinator.h:237] commit: 86244 abort: 4074 (429/3356/289), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17512, avg network size: 0.203052, si_in_serializable: 0 0 %, local: 25.196 %, local_access: 1226509, local_cxl_access: 468903 (38.2307%), remote_access: 21289, remote_access_with_req: 604 (2.83715%), data_move_in: 629, n_data_move_out: 0
I0914 15:34:27.186472 14649 Coordinator.h:237] commit: 86232 abort: 4080 (429/3352/299), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17488, avg network size: 0.202802, si_in_serializable: 0 0 %, local: 25.1287 %, local_access: 1221458, local_cxl_access: 466821 (38.2183%), remote_access: 21168, remote_access_with_req: 601 (2.83919%), data_move_in: 602, n_data_move_out: 0
I0914 15:34:28.186779 14649 Coordinator.h:237] commit: 86293 abort: 4093 (398/3414/281), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16380, avg network size: 0.189818, si_in_serializable: 0 0 %, local: 24.9904 %, local_access: 1218811, local_cxl_access: 465055 (38.1564%), remote_access: 21209, remote_access_with_req: 565 (2.66396%), data_move_in: 616, n_data_move_out: 0
