killing previous experiments...
initializing cxl memory...
I0914 14:57:17.155953 12391 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 14:57:17.155990 12391 Database.h:166] creating hash tables for database...
I0914 14:57:17.159739 12391 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 14:57:17.159961 12391 Database.h:146] district initialization finished in 0 milliseconds.
I0914 14:57:17.235977 12391 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 14:57:17.250433 12391 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 14:57:17.292694 12391 Database.h:146] item initialization finished in 42 milliseconds.
I0914 14:57:17.460824 12391 Database.h:146] stock initialization finished in 168 milliseconds.
I0914 14:57:17.497403 12391 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 14:57:17.497417 12391 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 14:57:17.499179 12391 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 14:57:17.499352 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.500507 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.501682 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.502862 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.504040 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.505187 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.506328 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.507475 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.508622 12391 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 14:57:17.508754 12405 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 14:57:17.508874 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508888 12391 Coordinator.h:423] Coordinator 0 connected to 1
I0914 14:57:17.508955 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508957 12391 Coordinator.h:423] Coordinator 0 connected to 2
I0914 14:57:17.509033 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509037 12391 Coordinator.h:423] Coordinator 0 connected to 3
I0914 14:57:17.509352 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509361 12405 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 14:57:17.509367 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509368 12405 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 14:57:17.509368 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509375 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509389 12405 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 14:57:17.509384 12391 Coordinator.h:423] Coordinator 0 connected to 4
I0914 14:57:17.509394 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509402 12405 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 14:57:17.509406 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509408 12405 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 14:57:17.509466 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509469 12391 Coordinator.h:423] Coordinator 0 connected to 5
I0914 14:57:17.509583 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509588 12391 Coordinator.h:423] Coordinator 0 connected to 6
I0914 14:57:17.509671 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509683 12391 Coordinator.h:423] Coordinator 0 connected to 7
I0914 14:57:22.509250 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509258 12405 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 14:57:22.509418 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509423 12405 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 14:57:22.509423 12405 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 14:57:22.509493 12391 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 14:57:22.509518 12391 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 14:57:22.509531 12391 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 14:57:22.509585 12406 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 14:57:22.509606 12391 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 14:57:22.509624 12407 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 14:57:22.509675 12408 Executor.h:74] Executor 0 starts.
I0914 14:57:22.509714 12408 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 14:57:22.509729 12410 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 14:57:22.509766 12409 Executor.h:74] Executor 1 starts.
I0914 14:57:22.509773 12409 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 14:57:23.509788 12391 Coordinator.h:237] commit: 136332 abort: 6437 (718/5324/395), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1971189, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:00:53.577291 12531 Coordinator.h:237] commit: 97063 abort: 4564 (462/3788/314), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17172, avg network size: 0.176916, si_in_serializable: 0 0 %, local: 12.5949 %, local_access: 1391315, local_cxl_access: 516916 (37.1531%), remote_access: 12007, remote_access_with_req: 592 (4.93046%), data_move_in: 525, n_data_move_out: 0
I0914 15:00:54.577453 12531 Coordinator.h:237] commit: 97346 abort: 4522 (499/3698/325), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16768, avg network size: 0.172252, si_in_serializable: 0 0 %, local: 12.5727 %, local_access: 1393465, local_cxl_access: 518566 (37.2141%), remote_access: 11964, remote_access_with_req: 578 (4.83116%), data_move_in: 536, n_data_move_out: 0
I0914 15:00:55.577600 12531 Coordinator.h:237] commit: 96641 abort: 4600 (489/3811/300), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15072, avg network size: 0.155959, si_in_serializable: 0 0 %, local: 12.3374 %, local_access: 1393791, local_cxl_access: 520303 (37.3301%), remote_access: 11740, remote_access_with_req: 519 (4.42078%), data_move_in: 518, n_data_move_out: 0
I0914 15:00:56.577749 12531 Coordinator.h:237] commit: 96634 abort: 4573 (472/3784/317), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15348, avg network size: 0.158826, si_in_serializable: 0 0 %, local: 12.5339 %, local_access: 1386407, local_cxl_access: 517370 (37.3173%), remote_access: 11958, remote_access_with_req: 528 (4.41545%), data_move_in: 515, n_data_move_out: 0
I0914 15:00:57.577901 12531 Coordinator.h:237] commit: 97221 abort: 4503 (465/3727/311), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14784, avg network size: 0.152066, si_in_serializable: 0 0 %, local: 12.5004 %, local_access: 1394194, local_cxl_access: 521535 (37.4076%), remote_access: 11885, remote_access_with_req: 509 (4.28271%), data_move_in: 531, n_data_move_out: 0
I0914 15:00:58.578058 12531 Coordinator.h:237] commit: 96148 abort: 4679 (494/3879/306), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15592, avg network size: 0.162167, si_in_serializable: 0 0 %, local: 12.5608 %, local_access: 1377215, local_cxl_access: 514370 (37.3486%), remote_access: 11926, remote_access_with_req: 536 (4.49438%), data_move_in: 549, n_data_move_out: 0
I0914 15:00:59.578203 12531 Coordinator.h:237] commit: 96592 abort: 4530 (522/3696/312), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14600, avg network size: 0.151151, si_in_serializable: 0 0 %, local: 12.6656 %, local_access: 1390453, local_cxl_access: 522007 (37.5422%), remote_access: 12000, remote_access_with_req: 504 (4.2%), data_move_in: 532, n_data_move_out: 0
I0914 15:01:00.578378 12531 Coordinator.h:237] commit: 96554 abort: 4549 (468/3753/328), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 13856, avg network size: 0.143505, si_in_serializable: 0 0 %, local: 12.4169 %, local_access: 1392376, local_cxl_access: 522021 (37.4914%), remote_access: 11755, remote_access_with_req: 478 (4.06635%), data_move_in: 521, n_data_move_out: 0
I0914 15:01:01.578541 12531 Coordinator.h:237] commit: 95753 abort: 4665 (496/3865/304), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15028, avg network size: 0.156945, si_in_serializable: 0 0 %, local: 12.3933 %, local_access: 1377681, local_cxl_access: 517179 (37.5398%), remote_access: 11672, remote_access_with_req: 518 (4.43797%), data_move_in: 447, n_data_move_out: 0
I0914 15:01:02.578693 12531 Coordinator.h:237] commit: 96417 abort: 4637 (482/3862/293), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14636, avg network size: 0.151799, si_in_serializable: 0 0 %, local: 12.3671 %, local_access: 1377927, local_cxl_access: 516677 (37.4967%), remote_access: 11699, remote_access_with_req: 506 (4.32516%), data_move_in: 460, n_data_move_out: 0
I0914 15:01:03.578840 12531 Coordinator.h:237] commit: 96665 abort: 4533 (478/3731/324), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 13988, avg network size: 0.144706, si_in_serializable: 0 0 %, local: 12.4937 %, local_access: 1387018, local_cxl_access: 521869 (37.6253%), remote_access: 11840, remote_access_with_req: 482 (4.07095%), data_move_in: 533, n_data_move_out: 0
I0914 15:01:04.579002 12531 Coordinator.h:237] commit: 96469 abort: 4628 (531/3785/312), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 13736, avg network size: 0.142388, si_in_serializable: 0 0 %, local: 12.46 %, local_access: 1383198, local_cxl_access: 520413 (37.6239%), remote_access: 11734, remote_access_with_req: 474 (4.03954%), data_move_in: 469, n_data_move_out: 0
I0914 15:01:05.579147 12531 Coordinator.h:237] commit: 96613 abort: 4525 (453/3746/326), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 13976, avg network size: 0.14466, si_in_serializable: 0 0 %, local: 12.607 %, local_access: 1381902, local_cxl_access: 519206 (37.5718%), remote_access: 11913, remote_access_with_req: 481 (4.03761%), data_move_in: 499, n_data_move_out: 0
I0914 15:01:06.579320 12531 Coordinator.h:237] commit: 95698 abort: 4536 (493/3730/313), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15300, avg network size: 0.159878, si_in_serializable: 0 0 %, local: 12.5468 %, local_access: 1376444, local_cxl_access: 519735 (37.7593%), remote_access: 11738, remote_access_with_req: 526 (4.48117%), data_move_in: 467, n_data_move_out: 0
I0914 15:01:06.579413 12531 Coordinator.h:275] average commit: 96981.9 abort: 4584.43 (486.367/3785.33/312.733), abort_rate: 0.0375651, network size: 501312, avg network size: 0.172304, si_in_serializable: 0 0 %, local: 12.5266 %, local_access: 41751407, local_cxl_access: 15492262 (37.106%), remote_access: 357514, remote_access_with_req: 17263 (4.82862%), data_move_in: 16837, data_move_out: 0
I0914 15:01:06.579473 12531 Executor.h:199] Worker 0 latency: 14 us (50%) 24 us (75%) 53 us (95%) 155 us (99%). dist txn latency: 18 us (50%) 44 us (75%) 101 us (95%) 171 us (99%)  avg 32 us . local txn latency: 13 us (50%) 23 us (75%) 32 us (95%) 151 us (99%)  avg 17 us. txn commit latency: 13 us (50%) 24 us (75%) 54 us (95%) 155 us (99%) avg 19 us.
 LOCAL txn stall 584 us,  local_work 7 us,  remote_work 0 us,  commit_work 4 us,  commit_prepare 2 us,  commit_persistence 0 us,  commit_write_back 0 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 1444 us,  local_work 18 us,  remote_work 2 us,  commit_work 4 us,  commit_prepare 2 us,  commit_persistence 0 us,  commit_write_back 0 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0914 15:01:06.592235 12531 Executor.h:230] message stats, type: 0 count: 0 total size: 0
I0914 15:01:06.592291 12531 Executor.h:230] message stats, type: 1 count: 0 total size: 0
I0914 15:01:06.592334 12531 Executor.h:230] message stats, type: 2 count: 0 total size: 0
I0914 15:01:06.592375 12531 Executor.h:230] message stats, type: 3 count: 0 total size: 0
I0914 15:01:06.592413 12531 Executor.h:230] message stats, type: 4 count: 57670 total size: 1687096
I0914 15:01:06.592453 12531 Executor.h:230] message stats, type: 5 count: 58288 total size: 757744
I0914 15:01:06.592492 12531 Executor.h:230] message stats, type: 6 count: 0 total size: 0
I0914 15:01:06.596540 12549 Executor.h:194] Executor 1 exits.
I0914 15:01:06.596540 12548 Executor.h:194] Executor 0 exits.
I0914 15:01:06.596555 12550 Manager.h:228] Manager(worker id = 2) on the coordinator node exits.
I0914 15:01:06.597308 12531 Executor.h:199] Worker 1 latency: 14 us (50%) 24 us (75%) 54 us (95%) 156 us (99%). dist txn latency: 18 us (50%) 44 us (75%) 101 us (95%) 177 us (99%)  avg 32 us . local txn latency: 13 us (50%) 23 us (75%) 32 us (95%) 151 us (99%)  avg 17 us. txn commit latency: 13 us (50%) 24 us (75%) 54 us (95%) 156 us (99%) avg 19 us.
 LOCAL txn stall 582 us,  local_work 7 us,  remote_work 0 us,  commit_work 4 us,  commit_prepare 2 us,  commit_persistence 0 us,  commit_write_back 0 us,  commit_replication 0 us,  commit_release_lock 0 us 
 DIST txn stall 1488 us,  local_work 18 us,  remote_work 2 us,  commit_work 4 us,  commit_prepare 2 us,  commit_persistence 0 us,  commit_write_back 0 us,  commit_replication 0 us,  commit_release_lock 0 us 
I0914 15:01:06.610019 12531 CXLMemory.h:132] CXL memory usage: size_index_usage: 6258176 size_index_allocation: 6258176 size_index_free: 0 size_data_usage: 55259204 size_data_allocation: 55259204 size_data_free: 0 size_transport_usage: 16777664 size_transport_allocation: 16777664 size_transport_free: 0
I0914 15:01:06.615252 12531 Coordinator.h:492] Global Stats: total_commit: 771425 total_size_index_usage: 32164832 total_size_data_usage: 442391768 total_size_transport_usage: 16777664
I0914 15:01:07.615332 12546 Dispatcher.h:153] Incoming Dispatcher exits, network size: 17859677. socket_message_recv_latency(50th) 1 socket_message_recv_latency(75th) 1 socket_message_recv_latency(95th) 1 socket_message_recv_latency(99th) 2 internal_message_recv_latency(50th) 0 socket_message_recv_cnt 3522 socket_read_syscall 360702725 internal_message_recv_cnt 0
I0914 15:01:07.615339 12547 Dispatcher.h:268] Outgoing Dispatcher exits, network size: 17868520. msg_send_latency(50th) 0 msg_send_latency(75th) 0 msg_send_latency(95th) 0 msg_send_latency(99th) 0 msg_send_latency(avg) 0 msg_gen_to_sent_latency(50th) 15 msg_gen_to_sent_latency(75th) 8819 msg_gen_to_sent_latency(95th) 28232 msg_gen_to_sent_latency(99th) 45137 msg_gen_to_queue_latency(50th) 0 msg_gen_to_queue_latency(75th) 0 msg_gen_to_queue_latency(95th) 0 msg_gen_to_queue_latency(99th) 0 msg_disp_ltc(50th) 0 msg_disp_ltc(75th) 0 msg_disp_ltc(95th) 0 msg_disp_ltc(99th) 0 msg_disp_ltc(100th) 0 send_ltc(50th) 0 send_ltc(75th) 0 send_ltc(95th) 0 send_ltc(99th) 0 send_ltc(100th) 3 send_ltc(avg) 0 sendto_cnt 230823 network_size 17868520 network_msg_cnt 231615 network_msg_group_size avg 1 50th 1 internal_network_size 0 internal_network_msg_cnt 0
I0914 15:01:07.645852 12531 Coordinator.h:96] round_trip_latency 28 (50th) 29 (75th) 35 (95th) 35 (99th) 
I0914 15:01:07.645982 12531 Coordinator.h:318] Coordinator exits.
killing previous experiments...
killing previous experiments...
initializing cxl memory...
I0914 15:01:45.707643 12674 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 15:01:45.707684 12674 Database.h:166] creating hash tables for database...
I0914 15:01:45.711476 12674 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 15:01:45.711632 12674 Database.h:146] district initialization finished in 0 milliseconds.
I0914 15:01:45.788051 12674 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 15:01:45.802610 12674 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 15:01:45.844933 12674 Database.h:146] item initialization finished in 42 milliseconds.
I0914 15:01:46.012691 12674 Database.h:146] stock initialization finished in 167 milliseconds.
I0914 15:01:46.049234 12674 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 15:01:46.049247 12674 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 15:01:46.051105 12674 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 15:01:46.051244 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.052381 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.053536 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.054699 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.055850 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.057004 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.058162 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.059319 12674 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:01:46.060478 12674 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 15:01:46.060654 12688 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 15:01:46.060756 12674 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 15:01:51.060927 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.060945 12688 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 15:01:51.060940 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.060954 12674 Coordinator.h:423] Coordinator 0 connected to 1
I0914 15:01:51.060956 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.060958 12688 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 15:01:51.061077 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061082 12674 Coordinator.h:423] Coordinator 0 connected to 2
I0914 15:01:51.061146 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.061149 12688 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 15:01:51.061208 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.061211 12688 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 15:01:51.061211 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061214 12674 Coordinator.h:423] Coordinator 0 connected to 3
I0914 15:01:51.061216 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.061218 12688 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 15:01:51.061224 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.061226 12688 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 15:01:51.061280 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061290 12674 Coordinator.h:423] Coordinator 0 connected to 4
I0914 15:01:51.061329 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061334 12674 Coordinator.h:423] Coordinator 0 connected to 5
I0914 15:01:51.061390 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061393 12674 Coordinator.h:423] Coordinator 0 connected to 6
I0914 15:01:51.061466 12674 Socket.h:69] Disabling nagle
I0914 15:01:51.061468 12688 Socket.h:69] Disabling nagle
I0914 15:01:51.061470 12674 Coordinator.h:423] Coordinator 0 connected to 7
I0914 15:01:51.061471 12688 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 15:01:51.061473 12688 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 15:01:51.061530 12674 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 15:01:51.061550 12674 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 15:01:51.061563 12674 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 15:01:51.061615 12689 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 15:01:51.061646 12674 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 15:01:51.061714 12691 Executor.h:74] Executor 0 starts.
I0914 15:01:51.061738 12690 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 15:01:51.061745 12691 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 15:01:51.061764 12693 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 15:01:51.061792 12692 Executor.h:74] Executor 1 starts.
I0914 15:01:51.061800 12692 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 15:01:52.061829 12674 Coordinator.h:237] commit: 86139 abort: 5726 (439/4748/539), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 301372, avg network size: 3.49867, si_in_serializable: 0 0 %, local: 24.998 %, local_access: 1241618, local_cxl_access: 98772 (7.9551%), remote_access: 21551, remote_access_with_req: 10212 (47.3853%), data_move_in: 10321, n_data_move_out: 0
I0914 15:01:53.062052 12674 Coordinator.h:237] commit: 89733 abort: 5450 (455/4529/466), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 228756, avg network size: 2.5493, si_in_serializable: 0 0 %, local: 25.1981 %, local_access: 1286284, local_cxl_access: 202606 (15.7513%), remote_access: 22497, remote_access_with_req: 7771 (34.5424%), data_move_in: 7773, n_data_move_out: 0
I0914 15:01:54.062242 12674 Coordinator.h:237] commit: 90720 abort: 5183 (461/4287/435), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 188660, avg network size: 2.07959, si_in_serializable: 0 0 %, local: 24.9493 %, local_access: 1303716, local_cxl_access: 257692 (19.766%), remote_access: 22394, remote_access_with_req: 6414 (28.6416%), data_move_in: 6534, n_data_move_out: 0
I0914 15:01:55.062439 12674 Coordinator.h:237] commit: 90720 abort: 5026 (433/4202/391), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 168308, avg network size: 1.85525, si_in_serializable: 0 0 %, local: 25.1896 %, local_access: 1301385, local_cxl_access: 293395 (22.5448%), remote_access: 22699, remote_access_with_req: 5734 (25.261%), data_move_in: 5597, n_data_move_out: 0
I0914 15:01:56.062629 12674 Coordinator.h:237] commit: 90364 abort: 5066 (473/4221/372), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 145476, avg network size: 1.60989, si_in_serializable: 0 0 %, local: 25.093 %, local_access: 1293610, local_cxl_access: 316353 (24.4551%), remote_access: 22379, remote_access_with_req: 4951 (22.1234%), data_move_in: 4977, n_data_move_out: 0
I0914 15:01:57.062827 12674 Coordinator.h:237] commit: 91294 abort: 4958 (478/4082/398), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 130132, avg network size: 1.42542, si_in_serializable: 0 0 %, local: 25.0301 %, local_access: 1306197, local_cxl_access: 337924 (25.8708%), remote_access: 22599, remote_access_with_req: 4436 (19.6292%), data_move_in: 4464, n_data_move_out: 0
I0914 15:01:58.063019 12674 Coordinator.h:237] commit: 91566 abort: 4893 (442/4077/374), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 118552, avg network size: 1.29472, si_in_serializable: 0 0 %, local: 25.2091 %, local_access: 1307470, local_cxl_access: 354963 (27.1488%), remote_access: 22756, remote_access_with_req: 4045 (17.7755%), data_move_in: 4069, n_data_move_out: 0
I0914 15:01:59.063205 12674 Coordinator.h:237] commit: 90343 abort: 4813 (441/4005/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 114184, avg network size: 1.26389, si_in_serializable: 0 0 %, local: 25.36 %, local_access: 1293843, local_cxl_access: 363899 (28.1254%), remote_access: 22622, remote_access_with_req: 3896 (17.2222%), data_move_in: 3838, n_data_move_out: 0
