killing previous experiments...
initializing cxl memory...
I0913 22:21:43.800396 80727 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0913 22:21:43.800441 80727 Database.h:166] creating hash tables for database...
I0913 22:21:43.805200 80727 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0913 22:21:43.805351 80727 Database.h:146] district initialization finished in 0 milliseconds.
I0913 22:21:43.936468 80727 Database.h:146] customer initialization finished in 131 milliseconds.
I0913 22:21:43.953995 80727 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0913 22:21:44.021612 80727 Database.h:146] item initialization finished in 67 milliseconds.
I0913 22:21:44.302776 80727 Database.h:146] stock initialization finished in 281 milliseconds.
I0913 22:21:44.350594 80727 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0913 22:21:44.350610 80727 Coordinator.h:42] Coordinator initializes 2 workers.
I0913 22:21:44.350841 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.359946 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.369020 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.378136 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.387351 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.396521 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.405709 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.414938 80727 MPSCRingBuffer.h:34] entry_struct_size: 8192 entry_num: 4096
I0913 22:21:44.424134 80727 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 8183 Bytes)
I0913 22:21:44.424389 80741 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0913 22:21:44.424459 80727 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:21:49.424732 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424731 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424747 80741 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:21:49.424757 80727 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:21:49.424768 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424772 80741 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:21:49.424777 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424779 80741 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:21:49.424784 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424786 80741 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:21:49.424791 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424793 80741 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:21:49.424800 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424803 80741 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:21:49.424808 80741 Socket.h:69] Disabling nagle
I0913 22:21:49.424810 80741 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:21:49.424811 80741 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:21:49.424868 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424881 80727 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:21:49.424964 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.424968 80727 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:21:49.425041 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425045 80727 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:21:49.425102 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425105 80727 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:21:49.425161 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425169 80727 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:21:49.425225 80727 Socket.h:69] Disabling nagle
I0913 22:21:49.425230 80727 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:21:49.425240 80727 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:21:49.425256 80727 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:21:49.425395 80727 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:21:49.425436 80742 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:21:49.425469 80727 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:21:49.425496 80743 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:21:49.425695 80744 Executor.h:74] Executor 0 starts.
I0913 22:21:49.425734 80744 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:21:49.425812 80745 Executor.h:74] Executor 1 starts.
I0913 22:21:49.425843 80746 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:21:49.425848 80745 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:21:50.425900 80727 Coordinator.h:237] commit: 103770 abort: 5259 (488/4453/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:25:50.661571 81011 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0913 22:25:55.661880 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661892 81025 Coordinator.h:383] Listener accepted connection from coordinator 1
I0913 22:25:55.661903 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661906 81025 Coordinator.h:383] Listener accepted connection from coordinator 2
I0913 22:25:55.661911 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661913 81025 Coordinator.h:383] Listener accepted connection from coordinator 3
I0913 22:25:55.661918 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661921 81025 Coordinator.h:383] Listener accepted connection from coordinator 4
I0913 22:25:55.661924 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661931 81025 Coordinator.h:383] Listener accepted connection from coordinator 5
I0913 22:25:55.661939 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.661944 81025 Coordinator.h:383] Listener accepted connection from coordinator 7
I0913 22:25:55.661938 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.661973 81011 Coordinator.h:423] Coordinator 0 connected to 1
I0913 22:25:55.662057 81025 Socket.h:69] Disabling nagle
I0913 22:25:55.662061 81025 Coordinator.h:383] Listener accepted connection from coordinator 6
I0913 22:25:55.662063 81025 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0913 22:25:55.662082 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662086 81011 Coordinator.h:423] Coordinator 0 connected to 2
I0913 22:25:55.662201 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662204 81011 Coordinator.h:423] Coordinator 0 connected to 3
I0913 22:25:55.662245 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662247 81011 Coordinator.h:423] Coordinator 0 connected to 4
I0913 22:25:55.662310 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662313 81011 Coordinator.h:423] Coordinator 0 connected to 5
I0913 22:25:55.662395 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662400 81011 Coordinator.h:423] Coordinator 0 connected to 6
I0913 22:25:55.662539 81011 Socket.h:69] Disabling nagle
I0913 22:25:55.662541 81011 Coordinator.h:423] Coordinator 0 connected to 7
I0913 22:25:55.662551 81011 Coordinator.h:435] Coordinator 0 connected to all peers.
I0913 22:25:55.662567 81011 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0913 22:25:55.662699 81011 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0913 22:25:55.662753 81026 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0913 22:25:55.662781 81011 Coordinator.h:146] Coordinator starts to run 3 workers.
I0913 22:25:55.662796 81027 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0913 22:25:55.662837 81028 Executor.h:74] Executor 0 starts.
I0913 22:25:55.662869 81028 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0913 22:25:55.662899 81030 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0913 22:25:55.662940 81029 Executor.h:74] Executor 1 starts.
I0913 22:25:55.662950 81029 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0913 22:25:56.662956 81011 Coordinator.h:237] commit: 16966 abort: 5048 (78/4702/268), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4241404, avg network size: 249.994, si_in_serializable: 0 0 %, local: 1.76824 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:25:57.663321 81011 Coordinator.h:237] commit: 17229 abort: 4822 (91/4348/383), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4305629, avg network size: 249.906, si_in_serializable: 0 0 %, local: 1.75286 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:25:58.663621 81011 Coordinator.h:237] commit: 17044 abort: 4285 (81/3972/232), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4255436, avg network size: 249.674, si_in_serializable: 0 0 %, local: 1.6076 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:25:59.663947 81011 Coordinator.h:237] commit: 16977 abort: 4341 (75/4004/262), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4312953, avg network size: 254.047, si_in_serializable: 0 0 %, local: 1.65518 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:00.664304 81011 Coordinator.h:237] commit: 16729 abort: 4552 (76/4272/204), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4305099, avg network size: 257.343, si_in_serializable: 0 0 %, local: 1.59603 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:01.664661 81011 Coordinator.h:237] commit: 17310 abort: 4527 (83/4197/247), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4362006, avg network size: 251.993, si_in_serializable: 0 0 %, local: 1.69266 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:02.665014 81011 Coordinator.h:237] commit: 16451 abort: 5133 (85/4685/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4222885, avg network size: 256.695, si_in_serializable: 0 0 %, local: 1.49535 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:03.665341 81011 Coordinator.h:237] commit: 17175 abort: 4622 (90/4289/243), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4362369, avg network size: 253.995, si_in_serializable: 0 0 %, local: 1.61863 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:04.665546 81011 Coordinator.h:237] commit: 17552 abort: 4644 (81/4328/235), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4365135, avg network size: 248.697, si_in_serializable: 0 0 %, local: 1.69211 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:05.665750 81011 Coordinator.h:237] commit: 16796 abort: 4623 (90/4291/242), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4185639, avg network size: 249.205, si_in_serializable: 0 0 %, local: 1.79805 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:06.665935 81011 Coordinator.h:237] commit: 17624 abort: 4342 (72/4003/267), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4447811, avg network size: 252.372, si_in_serializable: 0 0 %, local: 1.78166 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:07.666112 81011 Coordinator.h:237] commit: 17059 abort: 4871 (77/4559/235), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4272516, avg network size: 250.455, si_in_serializable: 0 0 %, local: 1.69998 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:08.666309 81011 Coordinator.h:237] commit: 16616 abort: 4559 (76/4256/227), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4227330, avg network size: 254.413, si_in_serializable: 0 0 %, local: 1.71521 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:09.666517 81011 Coordinator.h:237] commit: 17648 abort: 4284 (76/3917/291), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4420168, avg network size: 250.463, si_in_serializable: 0 0 %, local: 1.60925 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:10.666711 81011 Coordinator.h:237] commit: 16793 abort: 4490 (88/4134/268), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4252101, avg network size: 253.207, si_in_serializable: 0 0 %, local: 1.76859 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:11.667064 81011 Coordinator.h:237] commit: 17409 abort: 4596 (80/4233/283), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4362069, avg network size: 250.564, si_in_serializable: 0 0 %, local: 1.60262 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:12.667411 81011 Coordinator.h:237] commit: 16964 abort: 4420 (87/4100/233), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4342035, avg network size: 255.956, si_in_serializable: 0 0 %, local: 1.62108 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:13.667747 81011 Coordinator.h:237] commit: 16749 abort: 4718 (72/4398/248), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4296495, avg network size: 256.522, si_in_serializable: 0 0 %, local: 1.48069 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:14.668071 81011 Coordinator.h:237] commit: 16281 abort: 4756 (82/4443/231), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4259989, avg network size: 261.654, si_in_serializable: 0 0 %, local: 1.69523 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:15.668434 81011 Coordinator.h:237] commit: 17159 abort: 4478 (78/4138/262), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4305110, avg network size: 250.895, si_in_serializable: 0 0 %, local: 1.76584 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:16.668787 81011 Coordinator.h:237] commit: 16532 abort: 4948 (68/4631/249), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4294481, avg network size: 259.768, si_in_serializable: 0 0 %, local: 1.56666 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:17.669119 81011 Coordinator.h:237] commit: 17172 abort: 4953 (81/4659/213), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4391019, avg network size: 255.708, si_in_serializable: 0 0 %, local: 1.77032 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:18.669448 81011 Coordinator.h:237] commit: 17028 abort: 4304 (69/3961/274), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4252155, avg network size: 249.715, si_in_serializable: 0 0 %, local: 1.61499 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:19.669780 81011 Coordinator.h:237] commit: 16971 abort: 5098 (85/4779/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4352853, avg network size: 256.488, si_in_serializable: 0 0 %, local: 1.77361 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:20.670140 81011 Coordinator.h:237] commit: 17666 abort: 4092 (83/3767/242), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4421628, avg network size: 250.29, si_in_serializable: 0 0 %, local: 1.60761 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:21.670475 81011 Coordinator.h:237] commit: 17568 abort: 4502 (75/4179/248), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4429566, avg network size: 252.138, si_in_serializable: 0 0 %, local: 1.69057 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:22.670861 81011 Coordinator.h:237] commit: 16591 abort: 4286 (82/3931/273), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4075518, avg network size: 245.646, si_in_serializable: 0 0 %, local: 1.5852 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:23.671185 81011 Coordinator.h:237] commit: 16684 abort: 4575 (82/4269/224), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4266613, avg network size: 255.731, si_in_serializable: 0 0 %, local: 1.57636 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:24.671532 81011 Coordinator.h:237] commit: 16734 abort: 4490 (79/4079/332), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4260882, avg network size: 254.624, si_in_serializable: 0 0 %, local: 1.73897 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:25.671872 81011 Coordinator.h:237] commit: 17082 abort: 4684 (81/4362/241), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4359343, avg network size: 255.201, si_in_serializable: 0 0 %, local: 1.72111 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:26.672214 81011 Coordinator.h:237] commit: 16077 abort: 4548 (66/4242/240), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4149609, avg network size: 258.108, si_in_serializable: 0 0 %, local: 1.65454 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:27.672535 81011 Coordinator.h:237] commit: 16756 abort: 4864 (91/4551/222), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4290860, avg network size: 256.079, si_in_serializable: 0 0 %, local: 1.82621 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:28.672906 81011 Coordinator.h:237] commit: 16830 abort: 4590 (91/4226/273), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4220296, avg network size: 250.76, si_in_serializable: 0 0 %, local: 1.71123 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:29.673229 81011 Coordinator.h:237] commit: 17259 abort: 4488 (87/4127/274), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4367379, avg network size: 253.049, si_in_serializable: 0 0 %, local: 1.68608 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:30.673584 81011 Coordinator.h:237] commit: 17670 abort: 4231 (83/3933/215), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4372572, avg network size: 247.457, si_in_serializable: 0 0 %, local: 1.66384 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:31.673918 81011 Coordinator.h:237] commit: 16902 abort: 4411 (74/4087/250), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4307257, avg network size: 254.837, si_in_serializable: 0 0 %, local: 1.68619 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0913 22:26:32.674288 81011 Coordinator.h:237] commit: 17192 abort: 4605 (67/4283/255), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 4275561, avg network size: 248.695, si_in_serializable: 0 0 %, local: 1.66356 %, local_access: 0, local_cxl_access: 0 (-nan%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
